t_index	term	df
10260	serial	5
10261	sermon	5
10262	serov	3
10263	serv	389
10264	servant	8
10265	serveandvolley	6
10266	servic	311
10267	servicemen	30
10268	servil	1
10269	sesam	1
10270	seselj	8
10271	session	40
10272	set	418
10273	setback	5
10274	seth	1
10275	setinya	1
10276	settl	35
10277	settlement	8
10278	seven	207
10279	sevengam	2
10280	sevenpag	1
10281	sevenperson	1
10282	sevenstori	1
10283	seventeen	16
10284	seventerm	2
10285	seventh	33
10286	seventhseed	1
10287	seventi	1
10288	sevenway	1
10289	sevenweek	4
10290	sevenyear	3
10291	sevenyearlong	1
10292	sevenyearold	1
10293	severin	1
10294	severodvinsk	1
10295	severomorsk	7
10296	sewag	4
10297	sewart	1
10298	sex	11
10299	sexual	20
10300	seymour	4
10301	sgt	5
10302	shaar	2
10303	shab	2
10304	shabtai	1
10305	shack	10
10306	shade	2
10307	shadow	19
10308	shadowi	8
10309	shaeffer	1
10310	shaft	3
10311	shah	6
10312	shaheen	1
10313	shaher	1
10314	shailesh	1
10315	shajea	6
10316	shake	32
10317	shaken	13
10318	shaki	2
10319	shalikashvili	1
10320	shall	3
10321	shallow	6
10322	shallowwat	1
10323	sham	2
10324	shambl	3
10325	shame	6
10326	shamshran	3
10327	shane	1
10328	shannon	1
10329	shantytown	5
10330	shape	28
10331	shapeless	1
10332	shapeup	1
10333	shapiro	2
10334	shard	3
10335	share	43
10336	shargel	1
10337	sharm	3
10338	sharon	2
10339	sharp	17
10340	sharpen	2
10341	sharper	1
10342	sharpli	14
10343	shatter	35
10344	shaughnessi	7
10345	shave	1
10346	shavit	2
10347	shaw	7
10348	shawn	3
10349	shea	2
10350	sheaf	1
10351	shear	2
10352	sheath	1
10353	shebeck	1
10354	shebek	1
10355	shed	10
10356	sheehan	7
10357	sheehen	1
10358	sheepish	1
10359	sheepishli	1
10360	sheer	3
10361	sheet	26
10362	sheik	29
10363	sheikh	2
10364	sheila	1
10365	shelf	3
10366	shell	14
10367	shelle	6
10368	shelli	1
10369	shelten	1
10370	shelter	27
10371	shelti	2
10372	shelton	8
10373	shelv	2
10374	shemter	1
10375	shephard	1
10376	shepherd	4
10377	sheriff	18
10378	sherman	1
10379	sherri	4
10380	sheryl	2
10381	shi	5
10382	shiela	1
10383	shield	8
10384	shift	21
10385	shiit	3
10386	shine	10
10387	shini	2
10388	ship	608
10389	shipboard	1
10390	shipbuild	8
10391	shipman	2
10392	shipmat	20
10393	shipment	1
10394	shipyard	8
10395	shirley	1
10396	shirt	15
10397	shirtless	2
10398	shiver	1
10399	shkval	10
10400	shlomo	1
10401	shock	46
10402	shoddi	1
10403	shoddili	1
10404	shoe	16
10405	shoeed	1
10406	shoeleath	2
10407	sholti	2
10408	shook	52
10409	shoot	27
10410	shootout	4
10411	shop	63
10412	shopkeep	2
10413	shoplift	2
10414	shopper	1
10415	shore	21
10416	shorelin	1
10417	short	101
10418	shortag	16
10419	shortchang	2
10420	shortcom	4
10421	shortcut	1
10422	shorter	3
10423	shortest	1
10424	shortfal	2
10425	shorthand	2
10426	shortli	49
10427	shortliv	4
10428	shortsleev	1
10429	shortstaf	1
10430	shortterm	4
10431	shot	107
10432	shotgun	19
10433	shotmak	1
10434	shoulder	17
10435	shouldnt	16
10436	shouldv	2
10437	shout	34
10438	shove	5
10439	shovel	17
10440	showcas	2
10441	showdown	13
10442	shower	7
10443	shown	24
10444	shrank	4
10445	shrapnel	1
10446	shred	5
10447	shreveport	2
10448	shrewd	4
10449	shrill	1
10450	shrine	1
10451	shriner	1
10452	shrink	6
10453	shrunk	1
10454	shukla	2
10455	shuler	1
10456	shultz	3
10457	shun	3
10458	shusaki	3
10459	shut	29
10460	shutdown	1
10461	shutter	2
10462	shuttl	6
10463	sibl	8
10464	sicili	2
10465	sick	9
10466	sidelin	15
10467	sidestep	4
10468	sideway	2
10469	sidl	8
10470	sidot	1
10471	sieg	11
10472	siemerink	1
10473	sierra	5
10474	siev	15
10475	siewert	44
10476	sifford	30
10477	sift	12
10478	sigh	3
10479	sight	35
10480	sightse	4
10481	sign	167
10482	signal	35
10483	signalman	1
10484	signatur	7
10485	signifi	1
10486	signific	42
10487	significantli	10
10488	sigonella	2
10489	sikh	1
10490	silberl	1
10491	silenc	24
10492	silent	20
10493	sill	1
10494	silli	1
10495	silliman	1
10496	silo	3
10497	silt	1
10498	silva	1
10499	silver	8
10500	silvertongu	2
10501	silvia	3
10502	silvija	2
10503	simeon	2
10504	simil	1
10505	similar	50
10506	similarli	5
10507	simmer	3
10508	simmon	3
10509	simpl	21
10510	simpler	1
10511	simpli	53
10512	simul	1
10513	simultan	8
10514	sindh	2
10515	sing	6
10516	singapor	8
10517	singaporean	1
10518	singer	14
10519	singh	8
10520	singl	68
10521	singledigit	1
10522	singlestori	1
10523	singular	1
10524	singularli	1
10525	sinha	1
10526	sink	45
10527	siobhan	2
10528	sion	1
10529	sip	6
10530	sir	9
10531	sirah	6
10532	siren	1
10533	siriman	1
10534	sister	71
10535	sisterinlaw	1
10536	sit	43
10537	site	113
10538	sitin	2
10539	situat	113
10540	sixb	1
10541	sixbunk	1
10542	sixday	1
10543	sixfoot	2
10544	sixhour	2
10545	sixman	1
10546	sixmemb	1
10547	sixmonth	1
10548	sixseat	3
10549	sixstori	1
10550	sixteen	3
10551	sixth	40
10552	sixthseed	3
10553	sixti	1
10554	sixvehicl	1
10555	sixweek	5
10556	sixyear	4
10557	sixyearlong	1
10558	siyaram	1
10559	sizabl	2
10560	size	23
10561	sizzl	2
10562	skeptic	13
10563	sketch	14
10564	sketchi	14
10565	ski	2
10566	skiff	26
10567	skill	13
10568	skim	8
10569	skin	7
10570	skip	8
10571	skipper	7
10572	skirmish	1
10573	skirt	5
10574	skull	3
10575	sky	19
10576	skyscrap	4
10577	slab	20
10578	slade	7
10579	slain	11
10580	slam	118
10581	slant	2
10582	slap	3
10583	slash	4
10584	slat	1
10585	slate	6
10586	slater	2
10587	slaughterhous	1
10588	slava	1
10589	slavador	1
10590	slavica	1
10591	slavija	2
10592	slavish	1
10593	slavo	1
10594	slavoljub	1
10595	slay	16
10596	sledgehamm	3
10597	sleep	39
10598	sleepless	1
10599	sleight	1
10600	slender	1
10601	slenderest	1
10602	slept	10
10603	slice	10
10604	slid	2
10605	slide	4
10606	slight	6
10607	slightest	3
10608	slightli	28
10609	slim	10
10610	slime	1
10611	slip	33
10612	slippag	2
10613	sliver	2
10614	slm	3
10615	slobadon	1
10616	slobo	5
10617	slobodan	171
10618	slocomb	1
10619	slogan	12
10620	slope	2
10621	sloppi	6
10622	slouch	1
10623	slovakia	12
10624	slovakian	1
10625	slow	41
10626	slowdown	2
10627	slowest	2
10628	slowfoot	1
10629	slowli	29
10630	slowmov	1
10631	slug	1
10632	sluggish	4
10633	slump	6
10634	slur	1
10635	smack	5
10636	small	295
10637	smaller	29
10638	smallest	2
10639	smaltz	1
10640	smart	3
10641	smarter	2
10642	smartest	1
10643	smartli	1
10644	smash	29
10645	smear	3
10646	smederevska	2
10647	smell	9
10648	smile	41
10649	smit	1
10650	smith	36
10651	smithvil	1
10652	smitten	1
10653	smog	2
10654	smoggiest	1
10655	smoke	28
10656	smoker	1
10657	smokescreen	1
10658	smokey	1
10659	smolder	1
10660	smolinski	1
10661	smooth	9
10662	smoothli	2
10663	smother	2
10664	smuggl	3
10665	snack	2
10666	snake	1
10667	snap	11
10668	snapper	1
10669	snappi	1
10670	snare	1
10671	snarl	2
10672	snatch	8
10673	sneak	3
10674	sneaker	1
10675	sneakerclad	1
10676	sneet	1
10677	snif	3
10678	sniff	1
10679	sniffer	15
10680	snipe	1
10681	sniper	1
10682	snippet	2
10683	snitch	3
10684	snjezana	1
10685	snour	1
10686	snow	11
10687	snowcov	1
10688	snowfal	1
10689	snowstorm	2
10690	snyder	2
10691	soak	3
10692	soap	1
10693	soapoperat	1
10694	soar	7
10695	sob	3
10696	sober	2
10697	socal	10
10698	soccer	4
10699	social	37
10700	socialist	68
10701	societi	40
10702	sock	3
10703	socotra	2
10704	socti	1
10705	sod	1
10706	sofa	2
10707	soft	14
10708	soften	4
10709	softli	1
10710	softspoken	2
10711	softwar	8
10712	soglasiy	1
10713	soil	8
10714	sojourn	1
10715	solanki	3
10716	solari	1
10717	sold	19
10718	soldier	192
10719	sole	9
10720	solemn	4
10721	solemnli	1
10722	solicit	1
10723	solid	15
10724	solidar	6
10725	solidifi	2
10726	solidli	2
10727	solitari	2
10728	solitud	1
10729	solomon	2
10730	solorzano	2
10731	solut	14
10732	solv	6
10733	somali	2
10734	somalia	13
10735	somaliborn	2
10736	somber	6
10737	somberli	2
10738	somebodi	29
10739	someday	6
10740	someplac	1
10741	somewhat	10
10742	somo	1
10743	son	180
10744	sonar	2
10745	song	3
10746	songwrit	3
10747	sonia	4
10748	soninlaw	3
10749	sonni	1
10750	soon	105
10751	sooner	5
10752	soontob	1
10753	sooooo	1
10754	soot	1
10755	sooti	1
10756	sop	1
10757	sophist	28
10758	sordid	1
10759	sore	10
10760	sorri	4
10761	sorrow	3
10762	sort	89
10763	sorti	1
10764	sosonati	7
10765	soto	3
10766	souc	1
10767	sought	56
10768	soul	4
10769	soumaila	1
10770	sound	61
10771	soundli	3
10772	soundproof	1
10773	soup	3
10774	soupstirr	1
10775	sour	2
10776	sourc	154
10777	south	176
10778	southcentr	1
10779	southeast	38
10780	southeastern	10
10781	southern	79
10782	southwest	19
10783	southwestern	6
10784	souvenir	2
10785	sovereign	4
10786	sovereignti	8
10787	soviet	39
10788	sovietera	5
10789	soxon	1
10790	sp	3
10791	space	22
10792	spaciou	1
10793	spain	27
10794	span	6
10795	spangl	1
10796	spaniard	2
10797	spaniel	1
10798	spanish	14
10799	spanishlanguag	3
10800	spanishspeak	6
10801	spare	12
10802	spark	19
10803	spasski	4
10804	spat	1
10805	spate	3
10806	speak	141
10807	speaker	20
10808	spear	1
10809	spearhead	3
10810	speci	1
10811	special	128
10812	specialist	26
10813	specif	69
10814	specifi	13
10815	spectacl	3
10816	spectacular	4
10817	spectat	9
10818	specter	5
10819	spectrum	1
10820	specul	51
10821	sped	4
10822	speech	94
10823	speed	34
10824	speedboat	1
10825	speedi	1
10826	speedskat	1
10827	spell	9
10828	spenc	5
10829	spencer	6
10830	spend	66
10831	spent	89
10832	sperl	4
10833	sphere	2
10834	spi	92
10835	spielberg	1
10836	spill	4
10837	spin	4
10838	spindoctor	1
10839	spine	2
10840	spiral	5
10841	spire	1
10842	spirit	21
10843	spiritu	3
10844	spite	5
10845	splash	1
10846	splashdown	1
10847	splatter	1
10848	splint	1
10849	splinter	3
10850	splinz	1
10851	split	25
10852	spode	1
10853	spoil	13
10854	spoiler	3
10855	spokan	1
10856	spoke	85
10857	spoken	25
10858	spokesman	251
10859	spokesmen	5
10860	spokeswoman	33
10861	sponsor	17
10862	sponsorship	2
10863	spontan	4
10864	spook	1
10865	sporad	1
10866	sport	78
10867	sportsmen	2
10868	spot	35
10869	spotlight	14
10870	spotti	6
10871	spous	7
10872	spragu	2
10873	spraig	2
10874	sprain	7
10875	sprawl	8
10876	spray	6
10877	spread	57
10878	spree	2
10879	spring	40
10880	springfield	3
10881	sprinkl	2
10882	sprint	5
10883	sprout	2
10884	spruanceclass	1
10885	sprung	2
10886	spun	1
10887	spur	5
10888	spyd	1
10889	spymast	20
10890	squabbl	1
10891	squad	24
10892	squadron	1
10893	squall	7
10894	squander	2
10895	squar	25
10896	squaremil	1
10897	squat	1
10898	squatter	3
10899	squeak	2
10900	squeamish	1
10901	squeez	7
10902	squirrel	2
10903	squish	1
10904	sr	3
10905	srdic	6
10906	srebrenica	1
10907	srpska	1
10908	stab	9
10909	stabenow	8
10910	stabil	46
10911	stabl	21
10912	stacey	2
10913	staci	1
10914	stack	10
10915	stadium	18
10916	staf	3
10917	staff	88
10918	staffer	2
10919	staffinr	1
10920	stafford	4
10921	stage	51
10922	stagger	9
10923	stain	3
10924	stainedglass	3
10925	stair	3
10926	stairwel	5
10927	stake	27
10928	stalem	6
10929	stalin	2
10930	stalinist	1
10931	stalk	2
10932	stall	4
10933	stambol	4
10934	stambuk	1
10935	stamenkov	2
10936	stamina	1
10937	stammer	1
10938	stamped	4
10939	stanc	5
10940	stand	143
10941	standard	21
10942	standbi	1
10943	standingroom	2
10944	standoff	10
10945	standpoint	1
10946	standstil	6
10947	stanley	4
10948	stapl	1
10949	star	37
10950	stare	7
10951	stark	9
10952	starkli	1
10953	starr	2
10954	starrr	1
10955	starstud	1
10956	start	222
10957	startelegram	1
10958	startl	2
10959	starv	1
10960	stash	1
10961	stasio	1
10962	stat	2
10963	state	1563
10964	statebuild	1
10965	statecontrol	4
10966	statehous	5
10967	stateless	1
10968	statement	152
10969	stateofth	1
10970	stateoftheart	2
10971	stateown	5
10972	stateroom	1
10973	staterun	31
10974	statesman	2
10975	statesponsor	6
10976	statewid	5
10977	station	169
10978	stationeri	1
10979	statist	17
10980	statu	22
10981	statur	4
10982	statut	8
10983	staunch	2
10984	staunchest	2
10985	staunchli	2
10986	stay	197
10987	stcenturi	1
10988	stead	1
10989	steadfast	1
10990	steadi	4
10991	steadili	4
10992	steal	32
10993	stealer	2
10994	stealth	2
10995	stealthi	1
10996	stealthier	1
10997	stealthili	1
10998	steam	6
10999	steami	1
11000	steel	33
11001	steelentangl	1
11002	steenbuch	2
11003	steep	15
11004	steer	8
11005	stefan	1
11006	stefano	5
11007	stefanov	4
11008	steffi	1
11009	steinberg	1
11010	steindorff	1
11011	stell	1
11012	stellar	1
11013	stemmo	1
11014	stenberg	1
11015	stench	2
11016	step	180
11017	stepdown	1
11018	stephani	2
11019	stephanopoulo	1
11020	stephen	8
11021	stepmoth	1
11022	steppingston	1
11023	stepson	1
11024	stereo	1
11025	sterl	3
11026	stern	17
11027	sternavich	2
11028	sternfac	1
11029	sternli	2
11030	steskic	1
11031	stevan	3
11032	steve	15
11033	stevedor	1
11034	steven	3
11035	stevenson	5
11036	stew	1
11037	stewardship	4
11038	stewart	2
11039	stick	18
11040	sticker	2
11041	sticki	1
11042	stickier	4
11043	stiff	3
11044	stifl	2
11045	stigmat	1
11046	stillburi	1
11047	sting	1
11048	stipend	1
11049	stipul	4
11050	stir	14
11051	stirrup	1
11052	stitch	1
11053	stock	5
11054	stocki	1
11055	stockpil	5
11056	stoical	1
11057	stojanov	1
11058	stojiljikov	2
11059	stojiljkov	3
11060	stoke	4
11061	stoko	1
11062	stokov	2
11063	stole	27
11064	stolen	15
11065	stolt	1
11066	stomach	6
11067	stomachchurn	1
11068	stomp	1
11069	stone	21
11070	stonewal	1
11071	stoni	3
11072	stood	80
11073	stool	4
11074	stop	240
11075	stopgap	2
11076	stopov	4
11077	stoppag	6
11078	stopper	1
11079	storag	3
11080	store	116
11081	storey	1
11082	stori	100
11083	storm	51
11084	stormi	2
11085	storybook	1
11086	stosic	2
11087	stoutli	1
11088	stowag	1
11089	stoyan	2
11090	straddl	1
11091	straight	29
11092	straighten	1
11093	straightfac	1
11094	straightforward	4
11095	straightset	1
11096	strain	5
11097	strait	2
11098	straition	1
11099	strakov	3
11100	strand	3
11101	strang	10
11102	stranger	7
11103	strangl	1
11104	stranglehold	1
11105	strateg	21
11106	strategeri	2
11107	strategi	30
11108	strategist	11
11109	straw	1
11110	stray	2
11111	streak	17
11112	stream	19
11113	streamlin	1
11114	stree	1
11115	street	287
11116	strength	22
11117	strengthen	28
11118	strenuous	1
11119	stress	34
11120	stretch	30
11121	stretcher	15
11122	strewn	3
11123	stricken	12
11124	strickland	3
11125	strict	5
11126	stricter	1
11127	strictli	7
11128	strictur	1
11129	strident	1
11130	strife	2
11131	strike	162
11132	strikebound	5
11133	strikebreak	3
11134	striker	16
11135	string	14
11136	stringent	3
11137	stringfellow	15
11138	strip	24
11139	stripe	3
11140	strive	7
11141	strode	1
11142	stroke	13
11143	stroll	1
11144	strom	1
11145	strong	133
11146	stronger	18
11147	strongest	11
11148	stronghold	27
11149	strongli	24
11150	strongman	8
11151	strongmen	1
11152	strother	1
11153	strove	1
11154	struck	57
11155	structur	25
11156	struggl	81
11157	stuart	1
11158	stubb	5
11159	stubborn	1
11160	stubbornli	1
11161	stuck	9
11162	student	77
11163	studentrun	1
11164	studi	48
11165	studio	4
11166	stuf	1
11167	stuff	6
11168	stumbl	13
11169	stump	1
11170	stun	41
11171	stung	3
11172	stunningli	2
11173	stunt	2
11174	sturdi	1
11175	sturdier	1
11176	style	24
11177	stymi	1
11178	suarez	5
11179	sub	34
11180	subcommitte	2
11181	subcontin	3
11182	subdu	7
11183	subgroup	1
11184	subject	53
11185	subjug	1
11186	submachin	2
11187	submarin	239
11188	submerg	5
11189	submers	3
11190	submit	29
11191	subordin	1
11192	subpoena	2
11193	subsaharan	3
11194	subscrib	2
11195	subsequ	9
11196	subsid	4
11197	subsidi	1
11198	subsidiari	3
11199	subsist	1
11200	substanc	6
11201	substandard	2
11202	substanti	17
11203	substitut	4
11204	subterranean	1
11205	subtext	2
11206	subtl	1
11207	suburb	31
11208	suburban	11
11209	subvers	4
11210	subvert	3
11211	subway	3
11212	succ	1
11213	succeed	39
11214	success	83
11215	successor	39
11216	succumb	2
11217	suchitepequez	5
11218	suck	1
11219	sudan	15
11220	sudanes	1
11221	sudden	20
11222	suddenli	21
11223	sue	8
11224	suez	28
11225	suffer	108
11226	suffici	16
11227	suffoc	4
11228	sugarcoat	1
11229	sugari	1
11230	suggest	124
11231	suharto	1
11232	suicid	148
11233	suit	40
11234	suitabl	5
11235	suitcas	5
11236	suitland	1
11237	sukiyaki	1
11238	sullivan	4
11239	sultan	6
11240	sultri	1
11241	sum	2
11242	summar	2
11243	summari	4
11244	summer	23
11245	summit	57
11246	summon	7
11247	sumner	2
11248	sun	25
11249	sunbak	1
11250	sunda	1
11251	sunday	371
11252	sunglass	3
11253	sunherald	2
11254	sunil	2
11255	sunk	7
11256	sunken	26
11257	sunni	4
11258	sunris	1
11259	sunset	4
11260	sunshin	1
11261	sunsplash	1
11262	super	8
11263	superb	2
11264	superbl	2
11265	superfast	1
11266	superintend	1
11267	superior	4
11268	supermarket	6
11269	superpow	2
11270	superstructur	1
11271	supervis	13
11272	supervisor	14
11273	supplement	1
11274	suppli	75
11275	support	599
11276	suppos	20
11277	supposedli	4
11278	supposingli	1
11279	suppress	14
11280	suprem	72
11281	supremaci	2
11282	supremacist	1
11283	surat	4
11284	sure	139
11285	surebet	1
11286	surf	2
11287	surfac	33
11288	surg	18
11289	surgeon	12
11290	surgeri	15
11291	surgic	3
11292	surnia	1
11293	surpass	5
11294	surplu	3
11295	surpris	64
11296	surprisingli	4
11297	surreal	4
11298	surrend	49
11299	surrog	6
11300	surround	64
11301	surveil	19
11302	survey	30
11303	surviv	124
11304	survivor	167
11305	susa	6
11306	susan	46
11307	susann	2
11308	suscept	3
11309	susi	3
11310	suspect	283
11311	suspend	25
11312	suspens	11
11313	suspici	14
11314	suspicion	40
11315	sustain	15
11316	susten	1
11317	sutyagin	9
11318	svilanov	4
11319	swab	1
11320	swagger	1
11321	swallow	5
11322	swami	4
11323	swamimarayan	1
11324	swamp	1
11325	swan	6
11326	swap	6
11327	swarm	16
11328	swat	8
11329	sway	23
11330	swear	8
11331	swearingin	7
11332	sweat	4
11333	sweater	3
11334	sweati	6
11335	sweatsoak	1
11336	swede	2
11337	sweden	6
11338	sweep	21
11339	sweet	3
11340	sweeten	1
11341	sweetheart	2
11342	swell	14
11343	swelter	1
11344	swenchoni	1
11345	swept	39
11346	swift	12
11347	swiftli	5
11348	swim	5
11349	swing	7
11350	swipe	1
11351	swirl	2
11352	swiss	18
11353	swissbas	1
11354	switch	20
11355	switzerland	28
11356	swivel	1
11357	swollen	2
11358	swoon	1
11359	swoop	1
11360	sword	1
11361	swore	3
11362	sworn	34
11363	swung	1
11364	sydney	16
11365	sylvest	1
11366	sylvia	2
11367	symbiones	4
11368	symbol	38
11369	symington	3
11370	symmetri	1
11371	sympath	2
11372	sympathet	8
11373	sympathi	9
11374	symphoni	1
11375	symptom	2
11376	sync	1
11377	syndic	1
11378	synonym	1
11379	syria	2
11380	syrian	13
11381	syrianborn	2
11382	syring	1
11383	systemat	3
11384	tabara	3
11385	tabl	23
11386	tableau	2
11387	tableaux	1
11388	tablecloth	2
11389	tabloid	2
11390	tabul	5
11391	tacitli	1
11392	tackl	6
11393	tacoma	1
11394	tactic	18
11395	tactician	2
11396	tadic	2
11397	taffeta	1
11398	tag	1
11399	taha	8
11400	taigon	1
11401	tailor	11
11402	tailspin	2
11403	taint	10
11404	taiwan	9
11405	taiwanes	2
11406	taiz	1
11407	taken	148
11408	takeoff	1
11409	takeov	15
11410	taker	1
11411	takla	1
11412	talaja	2
11413	tale	5
11414	talent	8
11415	talib	2
11416	taliban	25
11417	talk	255
11418	talker	1
11419	talkshow	1
11420	tall	8
11421	tallahasse	2
11422	taller	4
11423	talli	15
11424	tamarin	6
11425	tame	7
11426	tamil	1
11427	tamme	2
11428	tampa	5
11429	tamper	3
11430	tan	2
11431	tanang	2
11432	tanasugarin	1
11433	tanasugarn	4
11434	tandem	1
11435	tangl	11
11436	tanja	1
11437	tanjug	20
11438	tank	27
11439	tanker	4
11440	tankmount	1
11441	tant	1
11442	tantal	1
11443	tantamount	1
11444	tantrum	1
11445	tanugu	1
11446	tanzania	38
11447	tap	9
11448	tape	25
11449	tar	2
11450	tarawa	3
11451	tardi	1
11452	target	89
11453	tariff	3
11454	tariq	2
11455	tarmac	14
11456	tarnish	2
11457	tarp	3
11458	tarpaulin	3
11459	task	47
11460	tass	1
11461	tast	5
11462	tatter	4
11463	taunt	1
11464	tawdri	1
11465	tawfiq	1
11466	tax	56
11467	taxevas	1
11468	taxi	6
11469	taxpay	2
11470	taxsav	3
11471	taxwrit	1
11472	taylor	4
11473	tea	10
11474	teach	11
11475	teacher	19
11476	team	200
11477	teammat	2
11478	tear	97
11479	tearga	5
11480	tech	1
11481	technic	27
11482	technician	20
11483	techniqu	6
11484	technocrat	1
11485	technolog	57
11486	technologyrel	1
11487	techsourc	2
11488	tecla	23
11489	ted	4
11490	teddi	1
11491	teem	3
11492	teenag	20
11493	teepl	2
11494	teeter	2
11495	teeth	2
11496	tefb	1
11497	tegla	1
11498	tekla	2
11499	tel	7
11500	telar	1
11501	telecommun	2
11502	teleconfer	3
11503	telephon	104
11504	televis	250
11505	televisa	1
11506	televison	1
11507	tell	130
11508	teller	7
11509	tello	2
11510	temblor	19
11511	tempel	1
11512	temper	4
11513	temperatur	16
11514	tempestu	1
11515	templ	14
11516	templat	1
11517	tempo	1
11518	temporari	14
11519	temporarili	10
11520	tenabl	1
11521	tenac	1
11522	tenaci	1
11523	tenant	4
11524	tend	11
11525	tendenc	4
11526	tender	6
11527	tenet	2
11528	tenn	14
11529	tennesse	18
11530	tenni	66
11531	tens	18
11532	tension	29
11533	tent	60
11534	tentacl	1
11535	tentdwel	3
11536	tenth	3
11537	tenur	9
11538	tenyear	2
11539	term	185
11540	termend	1
11541	termer	1
11542	termin	17
11543	termlimit	1
11544	tern	1
11545	terr	2
11546	terrain	2
11547	terrel	2
11548	terrenc	12
11549	terri	6
11550	terribl	30
11551	terribly	1
11552	terrif	2
11553	terrifi	9
11554	terrifng	1
11555	terrifyingli	1
11556	territori	27
11557	terror	185
11558	terrorist	477
11559	test	52
11560	testament	2
11561	testifi	34
11562	testili	1
11563	testimoni	28
11564	testu	1
11565	testud	9
11566	tethani	1
11567	tether	2
11568	tex	1
11569	texa	336
11570	texaswyom	1
11571	text	9
11572	textbook	1
11573	textil	4
11574	tfor	1
11575	thaan	1
11576	thabo	3
11577	thaci	1
11578	thadani	1
11579	thaerz	1
11580	thahn	4
11581	thailand	2
11582	thakkar	8
11583	thakur	2
11584	thanh	3
11585	thank	136
11586	thanksgiv	2
11587	thankyou	2
11588	thatcher	1
11589	thaul	1
11590	thcenturi	1
11591	theater	5
11592	theaterintheround	2
11593	theeyear	1
11594	theft	2
11595	theme	7
11596	thenagricultur	2
11597	thenmissouri	1
11598	thenpresid	1
11599	thenu	3
11600	theodor	2
11601	theolog	2
11602	theoret	3
11603	theori	33
11604	theoriz	4
11605	thepaid	1
11606	therapi	1
11607	therebi	3
11608	therel	2
11609	therer	3
11610	theresa	1
11611	thermomet	2
11612	thescap	1
11613	thesi	2
11614	thevenot	2
11615	theyd	1
11616	theyll	16
11617	theyr	81
11618	theyv	40
11619	thicker	4
11620	thief	1
11621	thiessen	2
11622	thiev	8
11623	thigh	2
11624	think	526
11625	thinker	1
11626	thinner	1
11627	thirdhighest	2
11628	thirdlargest	5
11629	thirdli	1
11630	thirdparti	2
11631	thirdplac	1
11632	thirdround	1
11633	thirdseed	9
11634	thirdset	3
11635	thirdworld	3
11636	thirteen	3
11637	thirti	1
11638	thirtynin	6
11639	thirtysometh	1
11640	thirtythre	4
11641	thoma	29
11642	thompson	10
11643	thorbjoern	2
11644	thorbjorn	1
11645	thorn	1
11646	thornburgh	2
11647	thornel	2
11648	thorni	1
11649	thorough	3
11650	thoroughfar	3
11651	thoroughli	1
11652	thought	139
11653	thousand	241
11654	thrash	1
11655	thread	4
11656	threadbar	1
11657	threat	214
11658	threatcon	1
11659	threaten	56
11660	threeday	16
11661	threefifth	1
11662	threefourth	1
11663	threegam	1
11664	threehour	4
11665	threejudg	1
11666	threeperson	1
11667	threequart	2
11668	threeroom	3
11669	threeset	8
11670	threesett	2
11671	threestori	6
11672	threetim	2
11673	threeway	1
11674	threeyearold	1
11675	threshold	2
11676	threw	16
11677	thrill	5
11678	thriller	1
11679	thrive	6
11680	throat	2
11681	throne	4
11682	throng	6
11683	throw	18
11684	throwback	3
11685	thrower	1
11686	thrown	25
11687	thrust	3
11688	thseed	5
11689	thug	5
11690	thugocraci	2
11691	thumb	3
11692	thumbsup	3
11693	thunder	3
11694	thunderbird	1
11695	thurmond	3
11696	thursday	427
11697	thuzz	1
11698	thwart	5
11699	tia	4
11700	tiananmen	1
11701	tibet	2
11702	tick	3
11703	ticket	15
11704	tidal	2
11705	tide	13
11706	tie	119
11707	tiebreak	18
11708	tien	2
11709	tiffani	2
11710	tight	28
11711	tighten	11
11712	tighter	3
11713	tightest	2
11714	tightli	7
11715	tijan	10
11716	tilak	1
11717	tile	2
11718	tilt	5
11719	tiltrotor	1
11720	timelin	8
11721	timet	7
11722	timid	2
11723	timism	1
11724	timo	1
11725	timocka	1
11726	timothi	5
11727	tin	1
11728	tini	25
11729	tinker	1
11730	tinkl	1
11731	tiot	1
11732	tip	73
11733	tipper	2
11734	tipster	1
11735	tire	33
11736	tireless	1
11737	tirelessli	2
11738	tirm	2
11739	titl	95
11740	titleist	1
11741	titlist	2
11742	tito	7
11743	tnt	8
11744	toadi	1
11745	toast	3
11746	toastst	1
11747	tobacco	3
11748	tod	2
11749	today	530
11750	todd	30
11751	toddler	3
11752	toe	3
11753	tofoot	1
11754	togo	1
11755	tohouri	1
11756	toi	1
11757	toietnam	1
11758	toilet	3
11759	token	2
11760	tokov	1
11761	tokyo	40
11762	told	389
11763	toledo	19
11764	toler	16
11765	tolkach	1
11766	toll	100
11767	tollfre	2
11768	tolli	1
11769	tolstoy	1
11770	tomahawk	7
11771	tomato	2
11772	tomb	1
11773	tomic	2
11774	tomislav	1
11775	tommi	9
11776	tomorrow	49
11777	ton	58
11778	tone	17
11779	tong	1
11780	tongu	7
11781	toni	36
11782	tonig	2
11783	tonight	218
11784	tonugu	2
11785	tooclosetocal	1
11786	took	273
11787	tool	26
11788	toopersist	1
11789	toothless	1
11790	topic	1
11791	topmost	1
11792	topolev	4
11793	toppl	26
11794	toprank	1
11795	topsecret	7
11796	topseed	25
11797	torch	12
11798	tore	41
11799	tori	1
11800	torment	10
11801	torn	7
11802	torpedo	88
11803	torr	1
11804	torricelli	1
